date_sk, full_date,day_since_2005 ,month_since_2005,day_of_week,calendar_month , calendar_year , calendar_year_month ,day_of_month , day_of_year , week_of_year_sunday , year_week_sunday , week_sunday_start , week_of_year_monday , year_week_monday , week_monday_start, holiday ,day_type ,quarter_of_year , quarter_since_2005
161,1981-06-10,161,6,Wednesday,June,1981,1981-Jun,10,161,23,1981-W23,1981-06-07,24,1981-W24,1981-06-08,Non-Holiday,Weekday,1981-Q2,2
162,1981-06-11,162,6,Thursday,June,1981,1981-Jun,11,162,23,1981-W23,1981-06-07,24,1981-W24,1981-06-08,Non-Holiday,Weekday,1981-Q2,2
163,1981-06-12,163,6,Friday,June,1981,1981-Jun,12,163,23,1981-W23,1981-06-07,24,1981-W24,1981-06-08,Non-Holiday,Weekday,1981-Q2,2
164,1981-06-13,164,6,Saturday,June,1981,1981-Jun,13,164,23,1981-W23,1981-06-07,24,1981-W24,1981-06-08,Non-Holiday,Weekend,1981-Q2,2
165,1981-06-14,165,6,Sunday,June,1981,1981-Jun,14,165,24,1981-W24,1981-06-14,24,1981-W24,1981-06-08,Non-Holiday,Weekend,1981-Q2,2
166,1981-06-15,166,6,Monday,June,1981,1981-Jun,15,166,24,1981-W24,1981-06-14,25,1981-W25,1981-06-15,Non-Holiday,Weekday,1981-Q2,2
167,1981-06-16,167,6,Tuesday,June,1981,1981-Jun,16,167,24,1981-W24,1981-06-14,25,1981-W25,1981-06-15,Non-Holiday,Weekday,1981-Q2,2
168,1981-06-17,168,6,Wednesday,June,1981,1981-Jun,17,168,24,1981-W24,1981-06-14,25,1981-W25,1981-06-15,Non-Holiday,Weekday,1981-Q2,2
169,1981-06-18,169,6,Thursday,June,1981,1981-Jun,18,169,24,1981-W24,1981-06-14,25,1981-W25,1981-06-15,Non-Holiday,Weekday,1981-Q2,2
170,1981-06-19,170,6,Friday,June,1981,1981-Jun,19,170,24,1981-W24,1981-06-14,25,1981-W25,1981-06-15,Non-Holiday,Weekday,1981-Q2,2
171,1981-06-20,171,6,Saturday,June,1981,1981-Jun,20,171,24,1981-W24,1981-06-14,25,1981-W25,1981-06-15,Non-Holiday,Weekend,1981-Q2,2
172,1981-06-21,172,6,Sunday,June,1981,1981-Jun,21,172,25,1981-W25,1981-06-21,25,1981-W25,1981-06-15,Non-Holiday,Weekend,1981-Q2,2
173,1981-06-22,173,6,Monday,June,1981,1981-Jun,22,173,25,1981-W25,1981-06-21,26,1981-W26,1981-06-22,Non-Holiday,Weekday,1981-Q2,2
174,1981-06-23,174,6,Tuesday,June,1981,1981-Jun,23,174,25,1981-W25,1981-06-21,26,1981-W26,1981-06-22,Non-Holiday,Weekday,1981-Q2,2
175,1981-06-24,175,6,Wednesday,June,1981,1981-Jun,24,175,25,1981-W25,1981-06-21,26,1981-W26,1981-06-22,Non-Holiday,Weekday,1981-Q2,2
176,1981-06-25,176,6,Thursday,June,1981,1981-Jun,25,176,25,1981-W25,1981-06-21,26,1981-W26,1981-06-22,Non-Holiday,Weekday,1981-Q2,2
177,1981-06-26,177,6,Friday,June,1981,1981-Jun,26,177,25,1981-W25,1981-06-21,26,1981-W26,1981-06-22,Non-Holiday,Weekday,1981-Q2,2
178,1981-06-27,178,6,Saturday,June,1981,1981-Jun,27,178,25,1981-W25,1981-06-21,26,1981-W26,1981-06-22,Non-Holiday,Weekend,1981-Q2,2
179,1981-06-28,179,6,Sunday,June,1981,1981-Jun,28,179,26,1981-W26,1981-06-28,26,1981-W26,1981-06-22,Non-Holiday,Weekend,1981-Q2,2
180,1981-06-29,180,6,Monday,June,1981,1981-Jun,29,180,26,1981-W26,1981-06-28,27,1981-W27,1981-06-29,Non-Holiday,Weekday,1981-Q2,2
181,1981-06-30,181,6,Tuesday,June,1981,1981-Jun,30,181,26,1981-W26,1981-06-28,27,1981-W27,1981-06-29,Non-Holiday,Weekday,1981-Q2,2
182,1981-07-01,182,7,Wednesday,July,1981,1981-Jul,1,182,26,1981-W26,1981-06-28,27,1981-W27,1981-06-29,Non-Holiday,Weekday,1981-Q3,3
183,1981-07-02,183,7,Thursday,July,1981,1981-Jul,2,183,26,1981-W26,1981-06-28,27,1981-W27,1981-06-29,Non-Holiday,Weekday,1981-Q3,3
184,1981-07-03,184,7,Friday,July,1981,1981-Jul,3,184,26,1981-W26,1981-06-28,27,1981-W27,1981-06-29,Non-Holiday,Weekday,1981-Q3,3
185,1981-07-04,185,7,Saturday,July,1981,1981-Jul,4,185,26,1981-W26,1981-06-28,27,1981-W27,1981-06-29,Non-Holiday,Weekend,1981-Q3,3
186,1981-07-05,186,7,Sunday,July,1981,1981-Jul,5,186,27,1981-W27,1981-07-05,27,1981-W27,1981-06-29,Non-Holiday,Weekend,1981-Q3,3
187,1981-07-06,187,7,Monday,July,1981,1981-Jul,6,187,27,1981-W27,1981-07-05,28,1981-W28,1981-07-06,Non-Holiday,Weekday,1981-Q3,3
188,1981-07-07,188,7,Tuesday,July,1981,1981-Jul,7,188,27,1981-W27,1981-07-05,28,1981-W28,1981-07-06,Non-Holiday,Weekday,1981-Q3,3
189,1981-07-08,189,7,Wednesday,July,1981,1981-Jul,8,189,27,1981-W27,1981-07-05,28,1981-W28,1981-07-06,Non-Holiday,Weekday,1981-Q3,3
190,1981-07-09,190,7,Thursday,July,1981,1981-Jul,9,190,27,1981-W27,1981-07-05,28,1981-W28,1981-07-06,Non-Holiday,Weekday,1981-Q3,3
191,1981-07-10,191,7,Friday,July,1981,1981-Jul,10,191,27,1981-W27,1981-07-05,28,1981-W28,1981-07-06,Non-Holiday,Weekday,1981-Q3,3
192,1981-07-11,192,7,Saturday,July,1981,1981-Jul,11,192,27,1981-W27,1981-07-05,28,1981-W28,1981-07-06,Non-Holiday,Weekend,1981-Q3,3
193,1981-07-12,193,7,Sunday,July,1981,1981-Jul,12,193,28,1981-W28,1981-07-12,28,1981-W28,1981-07-06,Non-Holiday,Weekend,1981-Q3,3
194,1981-07-13,194,7,Monday,July,1981,1981-Jul,13,194,28,1981-W28,1981-07-12,29,1981-W29,1981-07-13,Non-Holiday,Weekday,1981-Q3,3
195,1981-07-14,195,7,Tuesday,July,1981,1981-Jul,14,195,28,1981-W28,1981-07-12,29,1981-W29,1981-07-13,Non-Holiday,Weekday,1981-Q3,3
196,1981-07-15,196,7,Wednesday,July,1981,1981-Jul,15,196,28,1981-W28,1981-07-12,29,1981-W29,1981-07-13,Non-Holiday,Weekday,1981-Q3,3
197,1981-07-16,197,7,Thursday,July,1981,1981-Jul,16,197,28,1981-W28,1981-07-12,29,1981-W29,1981-07-13,Non-Holiday,Weekday,1981-Q3,3
198,1981-07-17,198,7,Friday,July,1981,1981-Jul,17,198,28,1981-W28,1981-07-12,29,1981-W29,1981-07-13,Non-Holiday,Weekday,1981-Q3,3
199,1981-07-18,199,7,Saturday,July,1981,1981-Jul,18,199,28,1981-W28,1981-07-12,29,1981-W29,1981-07-13,Non-Holiday,Weekend,1981-Q3,3
200,1981-07-19,200,7,Sunday,July,1981,1981-Jul,19,200,29,1981-W29,1981-07-19,29,1981-W29,1981-07-13,Non-Holiday,Weekend,1981-Q3,3
201,1981-07-20,201,7,Monday,July,1981,1981-Jul,20,201,29,1981-W29,1981-07-19,30,1981-W30,1981-07-20,Non-Holiday,Weekday,1981-Q3,3
202,1981-07-21,202,7,Tuesday,July,1981,1981-Jul,21,202,29,1981-W29,1981-07-19,30,1981-W30,1981-07-20,Non-Holiday,Weekday,1981-Q3,3
203,1981-07-22,203,7,Wednesday,July,1981,1981-Jul,22,203,29,1981-W29,1981-07-19,30,1981-W30,1981-07-20,Non-Holiday,Weekday,1981-Q3,3
204,1981-07-23,204,7,Thursday,July,1981,1981-Jul,23,204,29,1981-W29,1981-07-19,30,1981-W30,1981-07-20,Non-Holiday,Weekday,1981-Q3,3
205,1981-07-24,205,7,Friday,July,1981,1981-Jul,24,205,29,1981-W29,1981-07-19,30,1981-W30,1981-07-20,Non-Holiday,Weekday,1981-Q3,3
206,1981-07-25,206,7,Saturday,July,1981,1981-Jul,25,206,29,1981-W29,1981-07-19,30,1981-W30,1981-07-20,Non-Holiday,Weekend,1981-Q3,3
207,1981-07-26,207,7,Sunday,July,1981,1981-Jul,26,207,30,1981-W30,1981-07-26,30,1981-W30,1981-07-20,Non-Holiday,Weekend,1981-Q3,3
208,1981-07-27,208,7,Monday,July,1981,1981-Jul,27,208,30,1981-W30,1981-07-26,31,1981-W31,1981-07-27,Non-Holiday,Weekday,1981-Q3,3
209,1981-07-28,209,7,Tuesday,July,1981,1981-Jul,28,209,30,1981-W30,1981-07-26,31,1981-W31,1981-07-27,Non-Holiday,Weekday,1981-Q3,3
210,1981-07-29,210,7,Wednesday,July,1981,1981-Jul,29,210,30,1981-W30,1981-07-26,31,1981-W31,1981-07-27,Non-Holiday,Weekday,1981-Q3,3
211,1981-07-30,211,7,Thursday,July,1981,1981-Jul,30,211,30,1981-W30,1981-07-26,31,1981-W31,1981-07-27,Non-Holiday,Weekday,1981-Q3,3
212,1981-07-31,212,7,Friday,July,1981,1981-Jul,31,212,30,1981-W30,1981-07-26,31,1981-W31,1981-07-27,Non-Holiday,Weekday,1981-Q3,3
213,1981-08-01,213,8,Saturday,August,1981,1981-Aug,1,213,30,1981-W30,1981-07-26,31,1981-W31,1981-07-27,Non-Holiday,Weekend,1981-Q3,3
214,1981-08-02,214,8,Sunday,August,1981,1981-Aug,2,214,31,1981-W31,1981-08-02,31,1981-W31,1981-07-27,Non-Holiday,Weekend,1981-Q3,3
215,1981-08-03,215,8,Monday,August,1981,1981-Aug,3,215,31,1981-W31,1981-08-02,32,1981-W32,1981-08-03,Non-Holiday,Weekday,1981-Q3,3
216,1981-08-04,216,8,Tuesday,August,1981,1981-Aug,4,216,31,1981-W31,1981-08-02,32,1981-W32,1981-08-03,Non-Holiday,Weekday,1981-Q3,3
217,1981-08-05,217,8,Wednesday,August,1981,1981-Aug,5,217,31,1981-W31,1981-08-02,32,1981-W32,1981-08-03,Non-Holiday,Weekday,1981-Q3,3
218,1981-08-06,218,8,Thursday,August,1981,1981-Aug,6,218,31,1981-W31,1981-08-02,32,1981-W32,1981-08-03,Non-Holiday,Weekday,1981-Q3,3
219,1981-08-07,219,8,Friday,August,1981,1981-Aug,7,219,31,1981-W31,1981-08-02,32,1981-W32,1981-08-03,Non-Holiday,Weekday,1981-Q3,3
220,1981-08-08,220,8,Saturday,August,1981,1981-Aug,8,220,31,1981-W31,1981-08-02,32,1981-W32,1981-08-03,Non-Holiday,Weekend,1981-Q3,3
221,1981-08-09,221,8,Sunday,August,1981,1981-Aug,9,221,32,1981-W32,1981-08-09,32,1981-W32,1981-08-03,Non-Holiday,Weekend,1981-Q3,3
222,1981-08-10,222,8,Monday,August,1981,1981-Aug,10,222,32,1981-W32,1981-08-09,33,1981-W33,1981-08-10,Non-Holiday,Weekday,1981-Q3,3
223,1981-08-11,223,8,Tuesday,August,1981,1981-Aug,11,223,32,1981-W32,1981-08-09,33,1981-W33,1981-08-10,Non-Holiday,Weekday,1981-Q3,3
224,1981-08-12,224,8,Wednesday,August,1981,1981-Aug,12,224,32,1981-W32,1981-08-09,33,1981-W33,1981-08-10,Non-Holiday,Weekday,1981-Q3,3
225,1981-08-13,225,8,Thursday,August,1981,1981-Aug,13,225,32,1981-W32,1981-08-09,33,1981-W33,1981-08-10,Non-Holiday,Weekday,1981-Q3,3
226,1981-08-14,226,8,Friday,August,1981,1981-Aug,14,226,32,1981-W32,1981-08-09,33,1981-W33,1981-08-10,Non-Holiday,Weekday,1981-Q3,3
227,1981-08-15,227,8,Saturday,August,1981,1981-Aug,15,227,32,1981-W32,1981-08-09,33,1981-W33,1981-08-10,Non-Holiday,Weekend,1981-Q3,3
228,1981-08-16,228,8,Sunday,August,1981,1981-Aug,16,228,33,1981-W33,1981-08-16,33,1981-W33,1981-08-10,Non-Holiday,Weekend,1981-Q3,3
229,1981-08-17,229,8,Monday,August,1981,1981-Aug,17,229,33,1981-W33,1981-08-16,34,1981-W34,1981-08-17,Non-Holiday,Weekday,1981-Q3,3
230,1981-08-18,230,8,Tuesday,August,1981,1981-Aug,18,230,33,1981-W33,1981-08-16,34,1981-W34,1981-08-17,Non-Holiday,Weekday,1981-Q3,3
231,1981-08-19,231,8,Wednesday,August,1981,1981-Aug,19,231,33,1981-W33,1981-08-16,34,1981-W34,1981-08-17,Non-Holiday,Weekday,1981-Q3,3
232,1981-08-20,232,8,Thursday,August,1981,1981-Aug,20,232,33,1981-W33,1981-08-16,34,1981-W34,1981-08-17,Non-Holiday,Weekday,1981-Q3,3
233,1981-08-21,233,8,Friday,August,1981,1981-Aug,21,233,33,1981-W33,1981-08-16,34,1981-W34,1981-08-17,Non-Holiday,Weekday,1981-Q3,3
234,1981-08-22,234,8,Saturday,August,1981,1981-Aug,22,234,33,1981-W33,1981-08-16,34,1981-W34,1981-08-17,Non-Holiday,Weekend,1981-Q3,3
235,1981-08-23,235,8,Sunday,August,1981,1981-Aug,23,235,34,1981-W34,1981-08-23,34,1981-W34,1981-08-17,Non-Holiday,Weekend,1981-Q3,3
236,1981-08-24,236,8,Monday,August,1981,1981-Aug,24,236,34,1981-W34,1981-08-23,35,1981-W35,1981-08-24,Non-Holiday,Weekday,1981-Q3,3
237,1981-08-25,237,8,Tuesday,August,1981,1981-Aug,25,237,34,1981-W34,1981-08-23,35,1981-W35,1981-08-24,Non-Holiday,Weekday,1981-Q3,3
238,1981-08-26,238,8,Wednesday,August,1981,1981-Aug,26,238,34,1981-W34,1981-08-23,35,1981-W35,1981-08-24,Non-Holiday,Weekday,1981-Q3,3
239,1981-08-27,239,8,Thursday,August,1981,1981-Aug,27,239,34,1981-W34,1981-08-23,35,1981-W35,1981-08-24,Non-Holiday,Weekday,1981-Q3,3
240,1981-08-28,240,8,Friday,August,1981,1981-Aug,28,240,34,1981-W34,1981-08-23,35,1981-W35,1981-08-24,Non-Holiday,Weekday,1981-Q3,3
241,1981-08-29,241,8,Saturday,August,1981,1981-Aug,29,241,34,1981-W34,1981-08-23,35,1981-W35,1981-08-24,Non-Holiday,Weekend,1981-Q3,3
242,1981-08-30,242,8,Sunday,August,1981,1981-Aug,30,242,35,1981-W35,1981-08-30,35,1981-W35,1981-08-24,Non-Holiday,Weekend,1981-Q3,3
243,1981-08-31,243,8,Monday,August,1981,1981-Aug,31,243,35,1981-W35,1981-08-30,36,1981-W36,1981-08-31,Non-Holiday,Weekday,1981-Q3,3
244,1981-09-01,244,9,Tuesday,September,1981,1981-Sep,1,244,35,1981-W35,1981-08-30,36,1981-W36,1981-08-31,Non-Holiday,Weekday,1981-Q3,3
245,1981-09-02,245,9,Wednesday,September,1981,1981-Sep,2,245,35,1981-W35,1981-08-30,36,1981-W36,1981-08-31,Non-Holiday,Weekday,1981-Q3,3
246,1981-09-03,246,9,Thursday,September,1981,1981-Sep,3,246,35,1981-W35,1981-08-30,36,1981-W36,1981-08-31,Non-Holiday,Weekday,1981-Q3,3
247,1981-09-04,247,9,Friday,September,1981,1981-Sep,4,247,35,1981-W35,1981-08-30,36,1981-W36,1981-08-31,Non-Holiday,Weekday,1981-Q3,3
248,1981-09-05,248,9,Saturday,September,1981,1981-Sep,5,248,35,1981-W35,1981-08-30,36,1981-W36,1981-08-31,Non-Holiday,Weekend,1981-Q3,3
249,1981-09-06,249,9,Sunday,September,1981,1981-Sep,6,249,36,1981-W36,1981-09-06,36,1981-W36,1981-08-31,Non-Holiday,Weekend,1981-Q3,3
250,1981-09-07,250,9,Monday,September,1981,1981-Sep,7,250,36,1981-W36,1981-09-06,37,1981-W37,1981-09-07,Non-Holiday,Weekday,1981-Q3,3
251,1981-09-08,251,9,Tuesday,September,1981,1981-Sep,8,251,36,1981-W36,1981-09-06,37,1981-W37,1981-09-07,Non-Holiday,Weekday,1981-Q3,3
252,1981-09-09,252,9,Wednesday,September,1981,1981-Sep,9,252,36,1981-W36,1981-09-06,37,1981-W37,1981-09-07,Non-Holiday,Weekday,1981-Q3,3
253,1981-09-10,253,9,Thursday,September,1981,1981-Sep,10,253,36,1981-W36,1981-09-06,37,1981-W37,1981-09-07,Non-Holiday,Weekday,1981-Q3,3
254,1981-09-11,254,9,Friday,September,1981,1981-Sep,11,254,36,1981-W36,1981-09-06,37,1981-W37,1981-09-07,Non-Holiday,Weekday,1981-Q3,3
255,1981-09-12,255,9,Saturday,September,1981,1981-Sep,12,255,36,1981-W36,1981-09-06,37,1981-W37,1981-09-07,Non-Holiday,Weekend,1981-Q3,3
256,1981-09-13,256,9,Sunday,September,1981,1981-Sep,13,256,37,1981-W37,1981-09-13,37,1981-W37,1981-09-07,Non-Holiday,Weekend,1981-Q3,3
257,1981-09-14,257,9,Monday,September,1981,1981-Sep,14,257,37,1981-W37,1981-09-13,38,1981-W38,1981-09-14,Non-Holiday,Weekday,1981-Q3,3
258,1981-09-15,258,9,Tuesday,September,1981,1981-Sep,15,258,37,1981-W37,1981-09-13,38,1981-W38,1981-09-14,Non-Holiday,Weekday,1981-Q3,3
259,1981-09-16,259,9,Wednesday,September,1981,1981-Sep,16,259,37,1981-W37,1981-09-13,38,1981-W38,1981-09-14,Non-Holiday,Weekday,1981-Q3,3
260,1981-09-17,260,9,Thursday,September,1981,1981-Sep,17,260,37,1981-W37,1981-09-13,38,1981-W38,1981-09-14,Non-Holiday,Weekday,1981-Q3,3
261,1981-09-18,261,9,Friday,September,1981,1981-Sep,18,261,37,1981-W37,1981-09-13,38,1981-W38,1981-09-14,Non-Holiday,Weekday,1981-Q3,3
262,1981-09-19,262,9,Saturday,September,1981,1981-Sep,19,262,37,1981-W37,1981-09-13,38,1981-W38,1981-09-14,Non-Holiday,Weekend,1981-Q3,3
263,1981-09-20,263,9,Sunday,September,1981,1981-Sep,20,263,38,1981-W38,1981-09-20,38,1981-W38,1981-09-14,Non-Holiday,Weekend,1981-Q3,3
264,1981-09-21,264,9,Monday,September,1981,1981-Sep,21,264,38,1981-W38,1981-09-20,39,1981-W39,1981-09-21,Non-Holiday,Weekday,1981-Q3,3
265,1981-09-22,265,9,Tuesday,September,1981,1981-Sep,22,265,38,1981-W38,1981-09-20,39,1981-W39,1981-09-21,Non-Holiday,Weekday,1981-Q3,3
266,1981-09-23,266,9,Wednesday,September,1981,1981-Sep,23,266,38,1981-W38,1981-09-20,39,1981-W39,1981-09-21,Non-Holiday,Weekday,1981-Q3,3
267,1981-09-24,267,9,Thursday,September,1981,1981-Sep,24,267,38,1981-W38,1981-09-20,39,1981-W39,1981-09-21,Non-Holiday,Weekday,1981-Q3,3
268,1981-09-25,268,9,Friday,September,1981,1981-Sep,25,268,38,1981-W38,1981-09-20,39,1981-W39,1981-09-21,Non-Holiday,Weekday,1981-Q3,3
269,1981-09-26,269,9,Saturday,September,1981,1981-Sep,26,269,38,1981-W38,1981-09-20,39,1981-W39,1981-09-21,Non-Holiday,Weekend,1981-Q3,3
270,1981-09-27,270,9,Sunday,September,1981,1981-Sep,27,270,39,1981-W39,1981-09-27,39,1981-W39,1981-09-21,Non-Holiday,Weekend,1981-Q3,3
271,1981-09-28,271,9,Monday,September,1981,1981-Sep,28,271,39,1981-W39,1981-09-27,40,1981-W40,1981-09-28,Non-Holiday,Weekday,1981-Q3,3
272,1981-09-29,272,9,Tuesday,September,1981,1981-Sep,29,272,39,1981-W39,1981-09-27,40,1981-W40,1981-09-28,Non-Holiday,Weekday,1981-Q3,3
273,1981-09-30,273,9,Wednesday,September,1981,1981-Sep,30,273,39,1981-W39,1981-09-27,40,1981-W40,1981-09-28,Non-Holiday,Weekday,1981-Q3,3
274,1981-10-01,274,10,Thursday,October,1981,1981-Oct,1,274,39,1981-W39,1981-09-27,40,1981-W40,1981-09-28,Non-Holiday,Weekday,1981-Q4,4
275,1981-10-02,275,10,Friday,October,1981,1981-Oct,2,275,39,1981-W39,1981-09-27,40,1981-W40,1981-09-28,Non-Holiday,Weekday,1981-Q4,4
276,1981-10-03,276,10,Saturday,October,1981,1981-Oct,3,276,39,1981-W39,1981-09-27,40,1981-W40,1981-09-28,Non-Holiday,Weekend,1981-Q4,4
277,1981-10-04,277,10,Sunday,October,1981,1981-Oct,4,277,40,1981-W40,1981-10-04,40,1981-W40,1981-09-28,Non-Holiday,Weekend,1981-Q4,4
278,1981-10-05,278,10,Monday,October,1981,1981-Oct,5,278,40,1981-W40,1981-10-04,41,1981-W41,1981-10-05,Non-Holiday,Weekday,1981-Q4,4
279,1981-10-06,279,10,Tuesday,October,1981,1981-Oct,6,279,40,1981-W40,1981-10-04,41,1981-W41,1981-10-05,Non-Holiday,Weekday,1981-Q4,4
280,1981-10-07,280,10,Wednesday,October,1981,1981-Oct,7,280,40,1981-W40,1981-10-04,41,1981-W41,1981-10-05,Non-Holiday,Weekday,1981-Q4,4
281,1981-10-08,281,10,Thursday,October,1981,1981-Oct,8,281,40,1981-W40,1981-10-04,41,1981-W41,1981-10-05,Non-Holiday,Weekday,1981-Q4,4
282,1981-10-09,282,10,Friday,October,1981,1981-Oct,9,282,40,1981-W40,1981-10-04,41,1981-W41,1981-10-05,Non-Holiday,Weekday,1981-Q4,4
283,1981-10-10,283,10,Saturday,October,1981,1981-Oct,10,283,40,1981-W40,1981-10-04,41,1981-W41,1981-10-05,Non-Holiday,Weekend,1981-Q4,4
284,1981-10-11,284,10,Sunday,October,1981,1981-Oct,11,284,41,1981-W41,1981-10-11,41,1981-W41,1981-10-05,Non-Holiday,Weekend,1981-Q4,4
285,1981-10-12,285,10,Monday,October,1981,1981-Oct,12,285,41,1981-W41,1981-10-11,42,1981-W42,1981-10-12,Non-Holiday,Weekday,1981-Q4,4
286,1981-10-13,286,10,Tuesday,October,1981,1981-Oct,13,286,41,1981-W41,1981-10-11,42,1981-W42,1981-10-12,Non-Holiday,Weekday,1981-Q4,4
287,1981-10-14,287,10,Wednesday,October,1981,1981-Oct,14,287,41,1981-W41,1981-10-11,42,1981-W42,1981-10-12,Non-Holiday,Weekday,1981-Q4,4
288,1981-10-15,288,10,Thursday,October,1981,1981-Oct,15,288,41,1981-W41,1981-10-11,42,1981-W42,1981-10-12,Non-Holiday,Weekday,1981-Q4,4
289,1981-10-16,289,10,Friday,October,1981,1981-Oct,16,289,41,1981-W41,1981-10-11,42,1981-W42,1981-10-12,Non-Holiday,Weekday,1981-Q4,4
290,1981-10-17,290,10,Saturday,October,1981,1981-Oct,17,290,41,1981-W41,1981-10-11,42,1981-W42,1981-10-12,Non-Holiday,Weekend,1981-Q4,4
291,1981-10-18,291,10,Sunday,October,1981,1981-Oct,18,291,42,1981-W42,1981-10-18,42,1981-W42,1981-10-12,Non-Holiday,Weekend,1981-Q4,4
292,1981-10-19,292,10,Monday,October,1981,1981-Oct,19,292,42,1981-W42,1981-10-18,43,1981-W43,1981-10-19,Non-Holiday,Weekday,1981-Q4,4
293,1981-10-20,293,10,Tuesday,October,1981,1981-Oct,20,293,42,1981-W42,1981-10-18,43,1981-W43,1981-10-19,Non-Holiday,Weekday,1981-Q4,4
294,1981-10-21,294,10,Wednesday,October,1981,1981-Oct,21,294,42,1981-W42,1981-10-18,43,1981-W43,1981-10-19,Non-Holiday,Weekday,1981-Q4,4
295,1981-10-22,295,10,Thursday,October,1981,1981-Oct,22,295,42,1981-W42,1981-10-18,43,1981-W43,1981-10-19,Non-Holiday,Weekday,1981-Q4,4
296,1981-10-23,296,10,Friday,October,1981,1981-Oct,23,296,42,1981-W42,1981-10-18,43,1981-W43,1981-10-19,Non-Holiday,Weekday,1981-Q4,4
297,1981-10-24,297,10,Saturday,October,1981,1981-Oct,24,297,42,1981-W42,1981-10-18,43,1981-W43,1981-10-19,Non-Holiday,Weekend,1981-Q4,4
298,1981-10-25,298,10,Sunday,October,1981,1981-Oct,25,298,43,1981-W43,1981-10-25,43,1981-W43,1981-10-19,Non-Holiday,Weekend,1981-Q4,4
299,1981-10-26,299,10,Monday,October,1981,1981-Oct,26,299,43,1981-W43,1981-10-25,44,1981-W44,1981-10-26,Non-Holiday,Weekday,1981-Q4,4
300,1981-10-27,300,10,Tuesday,October,1981,1981-Oct,27,300,43,1981-W43,1981-10-25,44,1981-W44,1981-10-26,Non-Holiday,Weekday,1981-Q4,4
301,1981-10-28,301,10,Wednesday,October,1981,1981-Oct,28,301,43,1981-W43,1981-10-25,44,1981-W44,1981-10-26,Non-Holiday,Weekday,1981-Q4,4
302,1981-10-29,302,10,Thursday,October,1981,1981-Oct,29,302,43,1981-W43,1981-10-25,44,1981-W44,1981-10-26,Non-Holiday,Weekday,1981-Q4,4
303,1981-10-30,303,10,Friday,October,1981,1981-Oct,30,303,43,1981-W43,1981-10-25,44,1981-W44,1981-10-26,Non-Holiday,Weekday,1981-Q4,4
304,1981-10-31,304,10,Saturday,October,1981,1981-Oct,31,304,43,1981-W43,1981-10-25,44,1981-W44,1981-10-26,Non-Holiday,Weekend,1981-Q4,4
305,1981-11-01,305,11,Sunday,November,1981,1981-Nov,1,305,44,1981-W44,1981-11-01,44,1981-W44,1981-10-26,Non-Holiday,Weekend,1981-Q4,4
306,1981-11-02,306,11,Monday,November,1981,1981-Nov,2,306,44,1981-W44,1981-11-01,45,1981-W45,1981-11-02,Non-Holiday,Weekday,1981-Q4,4
307,1981-11-03,307,11,Tuesday,November,1981,1981-Nov,3,307,44,1981-W44,1981-11-01,45,1981-W45,1981-11-02,Non-Holiday,Weekday,1981-Q4,4
308,1981-11-04,308,11,Wednesday,November,1981,1981-Nov,4,308,44,1981-W44,1981-11-01,45,1981-W45,1981-11-02,Non-Holiday,Weekday,1981-Q4,4
309,1981-11-05,309,11,Thursday,November,1981,1981-Nov,5,309,44,1981-W44,1981-11-01,45,1981-W45,1981-11-02,Non-Holiday,Weekday,1981-Q4,4
310,1981-11-06,310,11,Friday,November,1981,1981-Nov,6,310,44,1981-W44,1981-11-01,45,1981-W45,1981-11-02,Non-Holiday,Weekday,1981-Q4,4
311,1981-11-07,311,11,Saturday,November,1981,1981-Nov,7,311,44,1981-W44,1981-11-01,45,1981-W45,1981-11-02,Non-Holiday,Weekend,1981-Q4,4
312,1981-11-08,312,11,Sunday,November,1981,1981-Nov,8,312,45,1981-W45,1981-11-08,45,1981-W45,1981-11-02,Non-Holiday,Weekend,1981-Q4,4
313,1981-11-09,313,11,Monday,November,1981,1981-Nov,9,313,45,1981-W45,1981-11-08,46,1981-W46,1981-11-09,Non-Holiday,Weekday,1981-Q4,4
314,1981-11-10,314,11,Tuesday,November,1981,1981-Nov,10,314,45,1981-W45,1981-11-08,46,1981-W46,1981-11-09,Non-Holiday,Weekday,1981-Q4,4
315,1981-11-11,315,11,Wednesday,November,1981,1981-Nov,11,315,45,1981-W45,1981-11-08,46,1981-W46,1981-11-09,Non-Holiday,Weekday,1981-Q4,4
316,1981-11-12,316,11,Thursday,November,1981,1981-Nov,12,316,45,1981-W45,1981-11-08,46,1981-W46,1981-11-09,Non-Holiday,Weekday,1981-Q4,4
317,1981-11-13,317,11,Friday,November,1981,1981-Nov,13,317,45,1981-W45,1981-11-08,46,1981-W46,1981-11-09,Non-Holiday,Weekday,1981-Q4,4
318,1981-11-14,318,11,Saturday,November,1981,1981-Nov,14,318,45,1981-W45,1981-11-08,46,1981-W46,1981-11-09,Non-Holiday,Weekend,1981-Q4,4
319,1981-11-15,319,11,Sunday,November,1981,1981-Nov,15,319,46,1981-W46,1981-11-15,46,1981-W46,1981-11-09,Non-Holiday,Weekend,1981-Q4,4
320,1981-11-16,320,11,Monday,November,1981,1981-Nov,16,320,46,1981-W46,1981-11-15,47,1981-W47,1981-11-16,Non-Holiday,Weekday,1981-Q4,4
321,1981-11-17,321,11,Tuesday,November,1981,1981-Nov,17,321,46,1981-W46,1981-11-15,47,1981-W47,1981-11-16,Non-Holiday,Weekday,1981-Q4,4
